App,Review,Category
Kiwi,"Why you are not showing the current outstanding amount. In every other similar apps they showing total credit limit, remaining credit balance and total outstanding amount. If you can please update the app to show the total spends.",Fintech
Kiwi,Please add a zooming option while scanning QR codes.,Fintech
Kiwi,"More tedious in adding your account for transaction. Even after adding the account, I can't able make transaction. They are saying You can get rewards only if you make transaction, if can't they we are not responsible",Fintech
Kiwi,Running fraud offers on cashkaro,Fintech
Kiwi,"Kiwi App with Axis Bank Credit Card is not beneficial, but Kiwi App with Yes Bank aKiwi Card might be benificial. But problem is that with Kiwi App it is not allow for second Kiwi Card of Yes Bank, if you are already Axis Bank Kiwi Card holder. Even I have blocked and cancelled Axis Bank kiwi Card, Kiwi App is not allowing or giving option to apply for Yes Bank Neon Kiwi Card.",Fintech
Kiwi,Skips cashback even the txn is eligible.. false promise and diverse terms and conditions.,Fintech
Kiwi,Good but why u rejected my credit card?,Fintech
Kiwi,Do not install you will really be in pain as customer support gives lame reasons. Worst Customer Support. you won't receive any cashback post few transactions.. if you raise any helpline tickets they just don't respond properly or ignore it completely. I am so frustrated with this application and Customer support.. Really bad experience.,Fintech
Kiwi,Worst App. I have applied credit card now I am unable to flech my credit card number though app so unable to payment they don't have customer support.just 3rd graded,Fintech
Kiwi,They took 5 days to process credit card and than rejected it. I have a good credit score and they rejected it.,Fintech
Kiwi,Fast and Hassel free payments with reward.,Fintech
Kiwi,"This app is not working on my device from last few days. It is reflecting ""kiwi has stopped"". Please solve the problem.",Fintech
Kiwi,"Horrible and frustrating experience with the Gokiwinow Credit Card App. Despite big advertisements and promises, the service and support are extremely disappointing. My application was rejected even though I have a 790 credit score and no history of dues. There’s no option to redo KYC or correct errors in the form, which makes the process even more frustrating. Definitely not what I expected from such a hyped platform.",Fintech
Kiwi,Worst upi service by kiwi I have paid electricity bill but it's not updated to Electricity portal issue with Kiwi end they are saying. UPI is showing successful but payment not completed I wanted to give 0 star Worst service ever 😡😡😡😡😡😡,Fintech
Kiwi,मैं बार बार कोशिश कर रहा हूं लेकिन मुझे upi वाला क्रेडिट कार्ड नहीं दे रहा है,Fintech
Kiwi,unable to change my residential address pin code while applying for credit card,Fintech
Kiwi,very good good rewards givenback,Fintech
Kiwi,"Payment done on garrage vi qr scan, but no reward received on yes kiwi credit card",Fintech
Kiwi,The customer service is awful. How do I prompt a response from anybody in the customer service team? The WhatsApp chat bot is really flawed and I have not received a response on the email sent either. Posting this review to receive a reply.,Fintech
Kiwi,"Stupid app , even after all permission access given ... App is asking permission again and not moving forward.... Since last six months executivea are calling for VKYC but app is very poor to do the same things...",Fintech
Kiwi,How to get the statement over email?,Fintech
Kiwi,Best App for UPI spend..,Fintech
Kiwi,Really providing cashback on every transaction,Fintech
Kiwi,"Poor , I am not able to view credit card details , always shows server errors. Not able to link credit card also. Horrible experience, not able to use the app even after the card is issued. I regret applying for this card.",Fintech
Kiwi,Is this app for real or they are just collecting documents from us ? Please don't opt for this app.. Might be a scam. No proper communication for any of the queries raised. They are sending some general comments and assuming that they have responded to our quries. Pathetic support. Not recommended.,Fintech
Kiwi,App is Unresponsive all the time. There's server outage as well. Do you guys really have qualified Systems/Applications engineer working for you?,Fintech
Kiwi,"One of the best app for regular UPI payment to merchant, and best part is rewards, immediately you can transfer money from rewards point to bank account. Happy to use this app 🙂",Fintech
Kiwi,Great rewards of 2% with subscribers,Fintech
Kiwi,"From other Reviews, I Didn't got influenced and I Installed this. I MADE tons of payments but now at the time of Kiwi's withdrawal; it shows error and extremely disappointing is now the help section and emails aren't responding. Not providing resolution. It's been now more than 1p days I posted review. No buddy is contacting and resolving the problem. My Kiwi's aren't withdrawable. They're lier. No buddy will respond on Care email as well.",Fintech
Kiwi,Nice to have Only issue is taking time for the early payments! That needs to get corrected,Fintech
Kiwi,Very nice and good application I vee ben using kiwi app it's a very good,Fintech
Kiwi,Great app with unmatched rewards system,Fintech
Kiwi,Nice app for online payment and rewards,Fintech
Kiwi,Unable to install this app on my mobile tried mobile restart also but still unable to install,Fintech
Kiwi,Very good cash back UPI app,Fintech
Kiwi,It gives CB that's why I'm using this App but got totally disappointed by recent experience. I made transaction of 60₹ to merchant it showed me 4 kiwis CB and 240 kiwis in surprise reward but guess what my account got credited with only 4 kiwis those surprise 240 kiwi lost somewhere 😡,Fintech
Kiwi,It's best credit card on UPI with best for offer and great online and offline offers on kiwi . Best Card for credit,Fintech
Kiwi,"My credit score is 800 plus, yet the credit card is looking not eligible क्या यार🤷",Fintech
Kiwi,The transactions are not getting updated on time in the app whatever debit credit is happening. The generated bill amount is also shows wrong. I have already connected with customer support but haven't received any positive response. I have facing lot of transactions issue and unable to track transactions. It's completely unacceptable and facing this problem from last 1 month.,Fintech
Kiwi,very good application... must have in your mobile..,Fintech
Kiwi,Useless app they collect your data and sold to others.,Fintech
Kiwi,"Mistakenly I entered wrong pi code of office address, and at the time of video kyc I talked to customer care and the wrong pincode and I asked for how to change that and he told talk to customer care of kiwi..I don't have options to change pincode thats why the was not approved my card...plz help me, and give me permission to re apply..if there had an option to change pincode so I would..but there were no option...this is mistake off kiwi app ..help me",Fintech
Kiwi,Very bad app and try some other app for rupay credit card. My cibil score is 732 still I am not eligible bcs of delayed payment shown in my cibil 5 years back post that i take 2 loan and completed without any delayed that kiwi app is not able to figure out. Very bad and feel bad for the people who provide/suggest this approach for eligibility check.,Fintech
Kiwi,not accepting address non sense app,Fintech
Kiwi,Good App You can Earn kiwi point and redeem,Fintech
Kiwi,Instant cashback of 1.93% received on medicines and I transferred to my bank account in seconds. The only pre-condition is the QR code you are scanning should be that of a merchant and not an individual. Great service!,Fintech
Kiwi,I am unable to add my Axis Bank rupay credit card on kivi app for payment,Fintech
Kiwi,Great UI and great rewards,Fintech
Kiwi,"I'm using this app since a month, Kiwi is best card for offers and cashbacks, really loved it.",Fintech
Kiwi,Why it's saying that my phone is rooted even my phone is not rooted and it's not supported my device even not my second device also I can't download it from play store,Fintech
Kiwi,"Wow amazed with the smoothness and design, switching to kiwi now 👌",Fintech
Kiwi,Its very good and rewarding app... Improvement to be done in Scaning the QR code.. its taking 5 to 10 seconds where as Gpay is instant.. its may be due to other persons also use Gpay scanner..,Fintech
Kiwi,Fake app. Upi credit card not work.,Fintech
Kiwi,Very easy to use and prompt cashback,Fintech
Kiwi,Kiwi is the best overall everything,Fintech
Kiwi,"Kiwi stands out as the best credit card on upi offering seamless transaction and great online and offline offers it,s perfect those looking for top cashback reward on every purchase",Fintech
Kiwi,"Processing of the application and communication needs a lot of improvement. But app is good, and rewards are better.",Fintech
Kiwi,"Intresting app, using from last one month, very prompt & takes customer feedback very positively 👍",Fintech
Kiwi,"How to delete my account ,my card not approved there is no option of deleting account in app",Fintech
Kiwi,"One of the best card for cashback, but not able to use at many of the QR scans becoz of merchants are not getting enabled the cc transactions",Fintech
Kiwi,"Worst customer support! I had registered a complain via email for my application rejection. Initially, they responded with scripted message like ""it didn't match policy..."". I raised questions like I never applied for the same then how it got rejected? Have been following up from days till then but haven't received any response yet. There's no number to connect and not getting email response. I'd rate less than 3rd class customer support. #disappointed",Fintech
Kiwi,"Overall the app is great but sometimes I face the problem of qr code not being detected instantly or sometimes not at all as compared to gpay for example which instantly detects qr codes in all conditions. If this is fixed, it would make it a great app overall.",Fintech
Kiwi,great experience super pay never failed a payment,Fintech
Kiwi,very good alternative to gpay,Fintech
Kiwi,Good for getting cashback on UPI pauments,Fintech
Kiwi,"Pros:- Only UPI app which give cash back for every payment. Cons:- Not keeping promise of 5% cash back after 1.5Lakh spend, even after spending more than 1.5 lakh and paying back the same in subsequent billing still same cash back coming Not a single Airport lounge got activate even after spending and payback more than 1.5Lakh. Customer care don't respond even after rasing complaint.",Fintech
Kiwi,Awesome app !! Transactions are so smooth and reward too keep same spirit waiting for more rewards. Just need some clarity on neonkiwis but didn't get support from support team,Fintech
Kiwi,"Grate app love and their cashback system, cash back should have been better but app is also simple.",Fintech
Kiwi,"Worst experience ever , no camera clarity at time of kyc, app asking for permission even after providing all permission.",Fintech
Kiwi,App doesn't open for payment. Serious bug in application.,Fintech
Kiwi,"Edit : App is not able to send credit card statement. No push notification for billing date. Managed by Yes Bank, the statement file was corrupt. Yes Bank's IVR Toll Free number bot is broken too. I never connected to customer support. This app can really mess up credit score. App is ridiculous. Their chatbot is not working in app and whatsapp. For almost everything it respond with ""Sorry, I'm not sure. Is there anything else I can help you with"". I couldn't connect to any human or request a ca",Fintech
Kiwi,"no place to fill father name, showing error",Fintech
Kiwi,"Worst experience with this app support, they simply said we tried to call but call has not been connected....",Fintech
Kiwi,One of the best payment app...,Fintech
Kiwi,Excellent App and has best benefits,Fintech
Kiwi,"Scam app, no customer care support, Make multiple strike on cibil and take every personal details along with aadhaar number , beware of these fraudsters app.",Fintech
Kiwi,Got cashback for the first time. And a very nice bank has given Rupiah card for life time free.,Fintech
Kiwi,"good app, but need more clarification about charges such as MDR on payment screen for fuel expenses, done by credit card..",Fintech
Kiwi,"I love how Pop rewards me for my daily transactions. It’s efficient, secure, and reliable,",Fintech
Kiwi,cards not approved my cibil is more than 800,Fintech
Kiwi,Amezing app for fund transfer with rewards and benifits,Fintech
Kiwi,It really works. I downloaded it after watching an ad on Facebook. Rewards are always rewarding. All success to kiwi group,Fintech
Kiwi,"This is very use full app, against the nomal UPI TRANSECTION, upi transection done long statment, this app is statment cutter.",Fintech
Kiwi,Unable to add new credit card rupay. As the continue button is not working on UPI card adding section,Fintech
Kiwi,I personally use for every marchent payment,Fintech
Kiwi,Worst app ever and worst bank yes bank both are useless Don't install and use.,Fintech
Kiwi,"It's nice experience. Fast,accurate and very easy to use this app. Thank you Kiwi.",Fintech
Kiwi,wrong details show regarding my sivel,Fintech
Kiwi,Great experience and thanks for cash rewards,Fintech
Kiwi,Not able to link bank account. Update: still not able to link my bank account with kiwi UPI.,Fintech
Kiwi,very good app and services But scan qr code is not fast response,Fintech
Kiwi,I instaled kiwi app and i entered My Number and they say ur Account is Blocked Y yaar i feel Very bad ur Service,Fintech
Kiwi,"Worst App and Coustomer support I have ever seen. Jaise hi app install Kiya Mera Bank account link kara liya. Phir uske thodi der baad mera account block kar diya. Jabki maine toh koi transaction bhi nhi ki thi tab tak. Inhone ek number diya uss par WhatsApp pe baat karne ko about temporary blocking but what's app par coustomer support services work hi nhi kar raha. Kuch bhi type Karu toh same hi reply aata hai=Sorry, I'm not sure. Is there anything else I can help you with. So why are open it",Fintech
Kiwi,Awesome I Loving It 🥝 Great App,Fintech
Kiwi,need UPI lite feature asap. have to rely on GPay for smaller payments.,Fintech
Kiwi,"1 lakh se upar spent karliya but still 2 % cashback and worst customer care service , abhi tak cashback nahi mila hai",Fintech
Kiwi,"MIND BLOWING, EXTRAORDINARY, OUTSTANDING, SUPERB, FANTASTIC APPLICATION 👍⚡",Fintech
Kiwi,"They buy paid reviews so don't trust on the reviews. And definitely don't trust on your money with this app kiwi, not trust worth.",Fintech
Kiwi,Reward coins can be better I see higher the transaction and lower the amount of coins you receive and sometimes it's none. Still a good app.,Fintech
Kiwi,"It doesn't open up while scanning to do payment and kinds of get stuck, needs improvement on payment to go through",Fintech
Kiwi,"Best credit card on upi.great online and offline offers on kiwi, Best credit card for cashback",Fintech
Kiwi,"User friendly app, great features",Fintech
Kiwi,Excellent App with user friendly interface with is easy to use and the cashback offer is really cool enjoying a lot,Fintech
Kiwi,I like this app very much for rewards,Fintech
Kiwi,Great online and offline offers on kiwi best card for cashback best offers,Fintech
Kiwi,Great online and offline offers on kiwi best card for cashback best for offers,Fintech
Kiwi,"Nice app, safe & secure",Fintech
Kiwi,Amazing and great app with user friendly ui and best abb for upi,Fintech
Kiwi,Best credit card on upi,Fintech
Kiwi,Pathetic app My cibil is more than required but app denied my application for no reason.,Fintech
Kiwi,"The KIWI UPI App is a fintech innovation that combines the power of credit cards with the convenience of UPI Payment. It allows Users to make UPI Transactions Using Rupay Credit cards, Offering features such as QR CODE Payment, Rewards on transaction,and flexible Repayment Options...",Fintech
Kiwi,"I've been using the Kiwi app, and it's been a game changer. It's the best card for cash back, offering excellent rewards on everyday purchases. The integration with UPI makes transactions quick and easy. Plus, the card features fantastic offers that save me money at my favorite retailers. Overall, it combines convenience, great rewards, and valuable discounts,best offer making it a must-have for anyone looking to maximize their spending benefits. Great online and offline offers on Kiwi Best card",Fintech
Kiwi,Very nice App. Very useful App Easily upi transition.,Fintech
Kiwi,Best credit cards on UPI,Fintech
Kiwi,Kiwi app was one of the best app for UPI and credit card and the best credit card on UPI and great online and offline offers on kiwi best card and cashback,Fintech
Kiwi,This app make fool to everyone. I have reached the milestone 3 of rs 150000 in forst month. They give me cb fot that month only. For second month they will provide you only 2%cb. So technically you will get 5% cb on first 150000 spend only after that your limit reduced to 2% only. They will charge 999 as nion membership and you will get 5% on first 150000 only. Remember this before applying. Hope no one get fooled like me.,Fintech
Kiwi,This the best app I have ever used.. it provides great online and offline offers and its best for cash back and offers. I would highly recommend this app it's the best credit card on UPI,Fintech
Kiwi,"I'm simply unable to register on the app for payments. It's taking forever to link my UPI ID, even after 3 hours and trying multiple times. Uninstalling it now after posting this review.",Fintech
Kiwi,"You get cashback and can directly credit into your account on every single transaction you do, loving it",Fintech
Kiwi,Don't download kiwi app yesterday i scame Rs. 10000 for same purchase but i didn't get any reward right know im using so many other app in that i getting some reward daily so iam requesting don't download kiwi they are fround,Fintech
Kiwi,Good and best' Upi payment,Fintech
Kiwi,Wow this is cool app I am using this application 😃😃😃😃😃😃,Fintech
Kiwi,it is very bad app,Fintech
Kiwi,"Awesome experience, strongly recommended. Easy to use and user friendly interface.",Fintech
Kiwi,"Waow Another waste app, trying to trick people to apply for Yes Bank Credit card. No use if you have other banks Rupay card, forcing to buy their subscription. Waste of time.",Fintech
Kiwi,"Before marketing, Please work on app... Too much buggy, even after adding back ac i cant scan qr, its keep asking me to add bank, There no option for delete or deactivate app, Customer support chat ia poor there no proper option to reaolved query....",Fintech
Kiwi,This company seems completely unaware of what they're offering to customers—one of the worst fintech company I guess! I applied for the Kiwi RuPay Credit Card through the app and I noticed Yes Bank is the partner providing the card. Yes Bank sent me an acknowledgment confirming the card approval and even issued virtual card. However card is not showing in the app and support team at Kiwi insists the card wasn't approved. This is absurd!,Fintech
Kiwi,Kiwi UPI app is very good and I get many rewards from it and I am very happy,Fintech
Kiwi,"The ui of the so it's not the best. Applied for a credit card, rejected as incorrect address. And not able to reapply! Unable to get proper customer support as well. Quite disappointing",Fintech
Kiwi,"Nice app for UPI payments. No nonsense vouchers, only cash back straight into bank account.",Fintech
Kiwi,Best credit card on UPI,Fintech
Kiwi,Best credit card app for upi,Fintech
Kiwi,"""Disappointed with the lack of discounts on Zomato and other platforms after just one month of good offers. Now, I no longer see any offers while making UPI payments. Not satisfied with this experience.""",Fintech
Kiwi,Best' creadit card on UPI,Fintech
Kiwi,"Great app, great rewards ,thank you KIWI",Fintech
Kiwi,"No customer care service, I have mailed them twice or thrice and every time I get only acknowledgment number but no reply from customer care support, also they don't have any contact number. Whenever I call yes bank they say contact kiwi customer care for this query. Edit: they are lying, they don't even replied to mail. Ticket id 191897",Fintech
Kiwi,Best credit card on upi Great online and offline offers on kiwi Best card for cash back Best offer,Fintech
Kiwi,3rd grade service and app flow. I do not recommend this product to anyone.,Fintech
Kiwi,It was the best credit card on upi it was a great online and offline shopping,Fintech
Kiwi,Very bad app credit card didn't approved to me and all my 10 friends please don't time waste my cibil score is 787 and 100℅ on time payment done,Fintech
Kiwi,Very good app for upi payments.,Fintech
Kiwi,After first 5-6 payments they don't give any reward or cashback for using their platform. In one word they don't do what they say in the adds. Although app interface and payments are smooth and easy.,Fintech
Kiwi,Very good to use and rewarding,Fintech
Kiwi,"I applied for UPI card and due to my good score, I got the yes bank virtual rupay card through kiwi. But disappointment occur after get the card. I am unable to set UPI PIN in kiwi app. Thus, not able to use the card. And won't believe that KIWI doesn't have any support system to resolve it or any other issue. Kiwi is interested to get commission through new card application only. Further there is no support. Despite Got the card from 18th nov, yet I am unable to set the PIN to use the card.",Fintech
Kiwi,As per my experience the app is lower than expectation after 1 2 or say 3 transaction the rewards are not credited I have created multiple support tickets but Failed to provide resolution infact out of 10-12 transaction reward is recieved for only 3 transaction,Fintech
Kiwi,"I'm very happy with Kiwi. I've earned a lot of cashback on my everyday purchases, and the app is easy to use.",Fintech
Kiwi,good cash back and fast payment,Fintech
Kiwi,Should have been good in tracking the outstanding amount.,Fintech
Kiwi,Best upi rupay credit card at this time,Fintech
Kiwi,बहुत ही घटिया ऐप है,Fintech
Kiwi,Good app to transaction on the UPI credited transaction benefits and safe secure app,Fintech
Kiwi,Kiwi is the best application but never all must download and use 🥰🥰,Fintech
Kiwi,Best credit cards app you may try and low ads very good,Fintech
Kiwi,"Started with 2% cashback, then 1% and now hardly any cashback. If you are expecting good offers, stay away. Update: Just check the template response from the team. Clearly you guys aren't interested in the feedback.",Fintech
Kiwi,Great offline and online offers on kiwi best Card for cashback,Fintech
Kiwi,I am applying this card that time internal server problem facing.this not maintain proper maintaince,Fintech
Kiwi,They're just upi app and reject the credit card application. When I asked questions from customer team they say contact Yes Bank. Failed to answer questions from last 16 days. Please explain simple questions: 1. What is Bank Internal Policy? 2. On what group my credit card application is rejected even if I have good credit score & history? 3. What are the other factors?,Fintech
Kiwi,Kiwi is the best credit card on UPI! It offers great online and offline offers and is the best card for cashback. Perfect for anyone looking to maximize savings and enjoy the best offers on every purchase,Fintech
Kiwi,I have been using this app for 2-3 months and the experience i want to share is amazing the upi transaction is smooth and i also get cashback .,Fintech
Kiwi,"Fantastic app! Best credit card for UPI, Kiwi makes getting temporary phone numbers quick and hassle-free. Highly reliable and perfect for maintaining privacy—highly recommended!",Fintech
Kiwi,"Referral Reward not given. Raised 5 tickets, sent mail still no response. No Customer Service. No way you can reach out to them. Pathetic service.",Fintech
Kiwi,this app is very useful app,Fintech
Kiwi,It shows invalid URL error. It wont let you do KYC if you don't have chrome browser installed. Why I can't use Firefox or Edge or Opera browser. Why I have to enable chrome ?,Fintech
Kiwi,I'm new here after using than again clear 5star or not,Fintech
Kiwi,Best credit card on UPI,Fintech
Kiwi,"This app is a gamer changer, I'm using this since few months best offline and conline me offers on credit card on Kiwi. Best card for cashbacks",Fintech
Kiwi,Nice app... Cashback credit instantly. Happy...,Fintech
Kiwi,"Kiwi UPI app is an innovative solution for seamless UPI transactions using a virtual RuPay credit card. While its user-friendly interface and cashback rewards are appealing, occasional technical glitches and limited vendor acceptance can impact the overall experience.",Fintech
Kiwi,"I don't know which QA given that validation suggestions for address field , your most of customer are not filling compele form because of address validation is invalid . You should put only validation of max char for line 1 and line 2.",Fintech
Kiwi,"i am using kiwi credit card since few months, this app is user friendly with their feature and i love it so much . it saves a ton of time to businesses looking for an efficient work force .",Fintech
Kiwi,Not sure why a upi app compulsory need my pan details to determine my credit worthiness.. What if i only wish to use their upi services which is linked to my bank so no need to determine my credit worthiness.,Fintech
Kiwi,Best credit card on UPI,Fintech
Kiwi,Kiwi UPI aap is the best aap I am very happy this aap use,Fintech
Kiwi,"Such a wonderful app , Best Card Card on UPI Great online and offline offers on kiwi , Best for offers",Fintech
Kiwi,"App is easy to use but now facing lag to detect upi after scanning or open payment tab , kiwi is better than most of the rupay CC reward and we can redeem directly to bank (if you are a member of kiwi neon)",Fintech
Kiwi,"Despite the Yes Bank rupay the app is declining most UPI scans, except a few..Horrible experience, zero customer support.",Fintech
Kiwi,TVF is very good UK payment is very good reason working this very good mind blowing I love you too,Fintech
Kiwi,Kiwi is the best application to use UPI credit card app. Is this aap use to transfer money . I like this application .,Fintech
Kiwi,This is a best application for credit cards and UPI with good offers. I like this app.,Fintech
Kiwi,Best app in every scan u will get 2% as cash back,Fintech
Kiwi,Very nice app and cash back is also good,Fintech
Kiwi,GREAT APP.. Love the app.... I prefer you to download this app.... Really awsome,Fintech
Kiwi,It is one of the best credit card on UPI . It gives us good online and offline offers on kiwi . It is the best card for cashback.,Fintech
Kiwi,It offer best credit card on UPI by and great online and offline offer on kiwi best card for cashback . It really very good to use and easy to handle best app download it right now .××××,Fintech
Kiwi,It's not at all good,Fintech
Kiwi,This is an best UPI app because I use few days use to easy and payment,Fintech
Kiwi,Simple and easy. But not able to apply for credit card,Fintech
Kiwi,"Though Kiwi promote to give cashback on all UPI transactions, however for transactions beyond certain amount, they just mention that merchant is not eligible for cashback. If transaction is done using UPI and you provide cashback for all UPI why cashback is not given. They stole cashback on a transaction more than 25k. Even didn't give cashback on fuel refilling worth 2.5k. Cashback is provided only on smaller transactions.",Fintech
Kiwi,"Good user interface, fast payment, and awesome reward point program",Fintech
Kiwi,"Kyc office was saying that there was spelling mistake in the address and I've to connect to sales officer but before I can say something she disconnected in hurry, not support on how to correct it.",Fintech
Kiwi,They abandoned and forgot Axis Bank Kiwi /Kwik credit card customers. No NEON program for Axis Bank Kiwi customers which gives 2% normally and 5% on milestone,Fintech
Kiwi,"Its really wonder ful ,I got milestone 1 rewards as Kiwis. Thanks team",Fintech
Kiwi,Dear kiwi team you are the best Best Credit Card on UPI Great online and offline offers on Kiwi Best card for cashback Best for offers,Fintech
Kiwi,"Not at all good interms of service, my application got rejected in Vkyc due to Father name mentioned in wrong column and vkyc person asked me to reach service agent to correct it. In chat box i have explained the issue there is no solution and asked me to draft mail, after drafting mail I am getting reply with no solution and asked me to reach out to service chat box. Kiwi team kudos to you 😊 Please don't say again to send mail, which already I did.",Fintech
Kiwi,Very nice work and best upi aplication.fast work awesome 👍👍.,Fintech
Kiwi,"Very attractive UI mode,Simple and smooth UI,High Casback,UPI CC supported,Spend filter, Highly recommend app.",Fintech
Kiwi,Great online and offline offeres on kiwi best card for cashback,Fintech
Kiwi,"Very good app and credit card is also good, every time cash back offer is also good",Fintech
Kiwi,This is very beautiful application I am liked this application,Fintech
Kiwi,I don't know why I am not eligible for the card there is no details has been given for UPI transaction through account only I have access which is useless almost 1 year gone still not approved even my cibil is good and no response for my review,Fintech
Kiwi,"KIWI.... is just a dream come true for upi users, here you can claim cashback on every transaction directly in to your linked bank account which was absolutely not possible on CRED, G PAY, PHONE PAY, PAYTM. I used g pay for 3 years, Paytm for one year phone pay for one year and cred for 8 months but this KIWI is out standing. ..",Fintech
Kiwi,"Kiwi offers a virtual Rupay credit card, enabling direct UPI transactions without a physical card. No FeesThe card is lifetime free with no joining or annual charges Cashback Benefits Users can earn rewards like 2x cashback on transactions, credited",Fintech
Kiwi,"Best app for upi payments, easy and convenient to use , also best rewarding app 😀.",Fintech
Kiwi,Best Credit Card on UPI,Fintech
Kiwi,Best credit card on upi. Great online and offline offers on kiwi. Best for offer. Scan and pay or upi also. More options and Cashback.,Fintech
Kiwi,Superb app for payment and UPI.,Fintech
Kiwi,"Mast app, and give always many flat cashbacks discount",Fintech
Kiwi,One of the best cashback upi app in the market i feel. I recommend it.,Fintech
Kiwi,Best app Best upi App 🥰,Fintech
Kiwi,I can not recived services not avilable in my city 250002 only avilable metro cites only boycott this app for all users I can not received the credit card and there are so many features is missind only start scan and pay services start today. No credit card provide I think it is fraud company. Please help me I already join waitlisit . there is major bugs.... I gave rating -5/5 or -10/10. This is worst company and not approved my card. Please do not use this app.,Fintech
Kiwi,KYC Backend stack is setup to fail the KYC.,Fintech
Kiwi,Kiwi upi application is best.Best credit card on upi.Great online and offers on kiwi.And also Best card for cashback application.,Fintech
Kiwi,Doing whatsapp referral from Android to iPhone will not work and team will not even admit that its an app bug if u raise,Fintech
Kiwi,"Kiwi is a game-changer for tracking attendance and payroll! The app is incredibly user-friendly, with features like automated time tracking, leave management, and real-time reports that make managing teams effortless. It’s reliable and saves a ton of time, ensuring accurate records without any hassle. Highly recommend it to businesses looking for an efficient workforce management solution!",Fintech
Kiwi,Monthly reward cap 110 rupees But it's too good,Fintech
Kiwi,reward part is okay. but compare to credpay kiwi is slow transaction and facing for unable to pay the upi lot of times. hence i preferred credpay...,Fintech
Kiwi,Best credit card on UPI Great online and offline offers on kiwi Best card cashback,Fintech
Kiwi,Best Credit card on upi,Fintech
Kiwi,"Hi Team, don't install it.. no customer support. I had linked bank account and rupay credit card. After that I am unable to payment or not able to scan to pay.. it's keep asking me to link cards. Waste app",Fintech
Kiwi,"Ye ek behtareen cashback app hai! Simple aur fast transactions ke saath, ye har UPI payment par exciting rewards deta hai. Interface user-friendly aur secure hai, jo har transaction ko hassle-free banata hai. Cashback aur offers ke liye isse zaroor try karein!",Fintech
Kiwi,A physical card not given to customer this is the only negetive point because many shopkeeper disabled scan & pay through Rupay card upi.,Fintech
Kiwi,"I m using the kiwi credit card since one month , had a glitch which was a little frustrating on raising the support incident as many options does not lead to with the available automated bot options but somehow I was able to. The support team got in touch with me over a call and resolved the issue within minutes, highly commendable .... thanks for it.. rest, coming to the feedback, so far it's been good experience , Would consider recommending this over other Rupay cards",Fintech
Kiwi,"Reward rates a good for now, don't know about future tnc , using this card from last week",Fintech
Kiwi,Nice app and many cash backs,Fintech
Kiwi,Good app. Good offers as of now,Fintech
Kiwi,@ kiwi upi This application is very beautiful bea@,Fintech
Kiwi,This app is amazing it's so easy to use and the features are great 😃👍 I m really impressed with this app. It's definitely worth downloading,Fintech
Kiwi,Best Credit card on UPI,Fintech
Kiwi,"Not a great experience. There's no user profiling page, the transactions are not successfully transited from other apps, it makes no sense keep showing the add rupay cards and bank details on clicking Pay now button. Update: I now feel it's a stupid app. Very little account management options. The chat bot has little to no option to answer about account management and it seems ther literally no option to connect to LIVE CSRs. I need to delete my account but no options for that too.",Fintech
Kiwi,Kiwi is the best platform on UPI credit card he is best application,Fintech
Kiwi,Good app and best my experience best of this app plz recommend this app,Fintech
Kiwi,This app is a best credit card on upi and great online and offline offers on kiwi best card for cashback. It's best for offers.,Fintech
Kiwi,Best for credit card. No payment stuck issue . Best user interface. Easy to use I love this app,Fintech
